mv_id,move_name,ele_type,pp,priority,category,atk,accuracy,prob,effect,effect_target,min_times,max_times
85,thunderbolt,electric,15,0,special,90,100,10,Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.,1,,
86,thunder-wave,electric,20,0,status,,90,,Paralyzes the target.,1,,
87,thunder,electric,10,0,special,110,70,30,Has a $effect_chance% chance to paralyze the target.,1,,
88,rock-throw,rock,15,0,physical,50,90,,Inflicts regular damage with no additional effect.,1,,
90,fissure,ground,5,0,physical,,30,,Causes a one-hit KO.,1,,
91,dig,ground,10,0,physical,80,100,,"User digs underground, dodging all attacks, and hits next turn.",1,,
92,toxic,posion,10,0,status,,90,,"Badly poisons the target, inflicting more damage every turn.",1,,
93,confusion,psychic,25,0,special,50,100,10,Has a $effect_chance% chance to confuse the target.,1,,
94,psychic,psychic,10,0,special,90,100,10,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,1,,
95,hypnosis,psychic,20,0,status,,60,,Puts the target to sleep.,1,,
96,meditate,psychic,40,0,status,,,,Raises the user's Attack by one stage.,0,,
97,agility,psychic,30,0,status,,,,Raises the user's Speed by two stages.,0,,
98,quick-attack,normal,30,1,physical,40,100,,Inflicts regular damage with no additional effect.,1,,
99,rage,normal,20,0,physical,20,100,,"If the user is hit after using this move, its Attack rises by one stage.",1,,
100,teleport,psychic,20,-6,status,,,,Immediately ends wild battles.  No effect otherwise.,0,,
101,night-shade,ghost,15,0,special,,100,,Inflicts damage equal to the user's level.,1,,
102,mimic,normal,10,0,status,,,,Copies the target's last used move.,1,,
103,screech,normal,40,0,status,,85,,Lowers the target's Defense by two stages.,1,,
104,double-team,normal,15,0,status,,,,Raises the user's evasion by one stage.,0,,
105,recover,normal,10,0,status,,,,Heals the user by half its max HP.,0,,
106,harden,normal,30,0,status,,,,Raises the user's Defense by one stage.,0,,
107,minimize,normal,10,0,status,,,,Raises the user's evasion by two stages.,0,,
108,smokescreen,normal,20,0,status,,100,,Lowers the target's accuracy by one stage.,1,,
109,confuse-ray,ghost,10,0,status,,100,,Confuses the target.,1,,
110,withdraw,water,40,0,status,,,,Raises the user's Defense by one stage.,0,,
111,defense-curl,normal,40,0,status,,,,Raises user's Defense by one stage.,0,,
112,barrier,psychic,20,0,status,,,,Raises the user's Defense by two stages.,0,,
116,focus-energy,normal,30,0,status,,,,Increases the user's chance to score a critical hit.,0,,
117,bide,normal,10,1,physical,,,,"User waits for two turns, then hits back for twice the damage it took.",0,,
118,metronome,normal,10,0,status,,,,Randomly selects and uses any move in the game.,0,,
119,mirror-move,flying,20,0,status,,,,Uses the target's last used move.,1,,
121,egg-bomb,normal,10,0,physical,100,75,,Inflicts regular damage with no additional effect.,1,,
122,lick,ghost,30,0,physical,30,100,30,Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.,1,,
123,smog,posion,20,0,special,30,70,40,Has a $effect_chance% chance to [poison]{mechanic:poison} the target.,1,,
124,sludge,posion,20,0,special,65,100,30,Has a $effect_chance% chance to [poison]{mechanic:poison} the target.,1,,
125,bone-club,ground,20,0,physical,65,85,10,Has a $effect_chance% chance to make the target flinch.,1,,
126,fire-blast,fire,5,0,special,110,85,10,Has a $effect_chance% chance to [burn]{mechanic:burn} the target.,1,,
127,waterfall,water,15,0,physical,80,100,20,Has a $effect_chance% chance to make the target flinch.,1,,
128,clamp,water,15,0,physical,35,85,100,Prevents the target from fleeing and inflicts damage for 2-5 turns.,1,,
129,swift,normal,20,0,special,60,,,Never misses.,1,,
130,skull-bash,normal,10,0,physical,130,100,100,Raises the user's Defense by one stage.  User charges for one turn before attacking.,1,,
131,spike-cannon,normal,15,0,physical,20,100,,Hits 2-5 times in one turn.,1,2,5
132,constrict,normal,35,0,physical,10,100,10,Has a $effect_chance% chance to lower the target's Speed by one stage.,1,,
133,amnesia,psychic,20,0,status,,,,Raises the user's Special Defense by two stages.,0,,
134,kinesis,psychic,15,0,status,,80,,Lowers the target's accuracy by one stage.,1,,
135,soft-boiled,normal,10,0,status,,,,Heals the user by half its max HP.,0,,
136,high-jump-kick,fighting,10,0,physical,130,90,,"If the user misses, it takes half the damage it would have inflicted in recoil.",1,,
137,glare,normal,30,0,status,,100,,Paralyzes the target.,1,,
138,dream-eater,psychic,15,0,special,100,100,,Only works on sleeping Pokemon.  Drains half the damage inflicted to heal the user.,1,,
139,poison-gas,posion,40,0,status,,90,,Poisons the target.,1,,
140,barrage,normal,20,0,physical,15,85,,Hits 2-5 times in one turn.,1,2,5
141,leech-life,bug,10,0,physical,80,100,,Drains half the damage inflicted to heal the user.,1,,
142,lovely-kiss,normal,10,0,status,,75,,Puts the target to sleep.,1,,
143,sky-attack,flying,5,0,physical,140,90,30,User charges for one turn before attacking.  Has a $effect_chance% chance to make the target flinch.,1,,
144,transform,normal,10,0,status,,,,User becomes a copy of the target until it leaves battle.,1,,
145,bubble,water,30,0,special,40,100,10,Has a $effect_chance% chance to lower the target's Speed by one stage.,1,,
146,dizzy-punch,normal,10,0,physical,70,100,20,Has a $effect_chance% chance to confuse the target.,1,,
147,spore,grass,15,0,status,,100,,Puts the target to sleep.,1,,
148,flash,normal,20,0,status,,100,,Lowers the target's accuracy by one stage.,1,,
149,psywave,psychic,15,0,special,,100,,Inflicts damage between 50% and 150% of the user's level.,1,,
150,splash,normal,40,0,status,,,,Does nothing.,0,,
151,acid-armor,posion,20,0,status,,,,Raises the user's Defense by two stages.,0,,
152,crabhammer,water,10,0,physical,100,90,,Has an increased chance for a critical hit.,1,,
154,fury-swipes,normal,15,0,physical,18,80,,Hits 2-5 times in one turn.,1,2,5
155,bonemerang,ground,10,0,physical,50,90,,Hits twice in one turn.,1,2,2
156,rest,psychic,10,0,status,,,,"User sleeps for two turns, completely healing itself.",0,,
157,rock-slide,rock,10,0,physical,75,90,30,Has a $effect_chance% chance to make the target flinch.,1,,
158,hyper-fang,normal,15,0,physical,80,90,10,Has a $effect_chance% chance to make the target flinch.,1,,
159,sharpen,normal,30,0,status,,,,Raises the user's Attack by one stage.,0,,
160,conversion,normal,30,0,status,,,,User's type changes to the type of one of its moves at random.,0,,
161,tri-attack,normal,10,0,special,80,100,20,"Has a $effect_chance% chance to [burn]{mechanic:burn}, [freeze]{mechanic:freeze}, or [paralyze]{mechanic:paralysis} the target.",1,,
162,super-fang,normal,10,0,physical,,90,,Inflicts damage equal to half the target's HP.,1,,
163,slash,normal,20,0,physical,70,100,,Has an increased chance for a critical hit.,1,,
164,substitute,normal,10,0,status,,,,"Transfers 1/4 of the user's max HP into a doll, protecting the user from further damage or status changes until it breaks.",0,,
165,struggle,normal,1,0,physical,50,,,User takes 1/4 its max HP in recoil.,1,,
166,sketch,normal,1,0,status,,,,Permanently becomes the target's last used move.,1,,
167,triple-kick,fighting,10,0,physical,10,90,,"Hits three times, increasing power by 100% with each successful hit.",1,3,3
168,thief,dark,25,0,physical,60,100,,Takes the target's item.,1,,
169,spider-web,bug,10,0,status,,,,Prevents the target from leaving battle.,1,,
170,mind-reader,normal,5,0,status,,,,Ensures that the user's next move will hit the target.,1,,
171,nightmare,ghost,15,0,status,,100,,Target loses 1/4 its max HP every turn as long as it's asleep.,1,,
172,flame-wheel,fire,25,0,physical,60,100,10,Has a $effect_chance% chance to [burn]{mechanic:burn} the target.  Lets frozen Pokémon thaw themselves.,1,,
173,snore,normal,15,0,special,50,100,30,Has a $effect_chance% chance to make the target flinch.  Only works if the user is sleeping.,1,,
174,curse,ghost,10,0,status,,,,Ghosts pay half their max HP to hurt the target every turn.  Others decrease Speed but raise Attack and Defense.,1,,
175,flail,normal,15,0,physical,,100,,"Inflicts more damage when the user has less HP remaining, with a maximum of 200 power.",1,,
176,conversion-2,normal,30,0,status,,,,Changes the user's type to a random type either resistant or immune to the last move used against it.,1,,
177,aeroblast,flying,5,0,special,100,95,,Has an increased chance for a critical hit.,1,,
178,cotton-spore,grass,40,0,status,,100,,Lowers the target's Speed by two stages.,1,,
179,reversal,fighting,15,0,physical,,100,,"Inflicts more damage when the user has less HP remaining, with a maximum of 200 power.",1,,
180,spite,ghost,10,0,status,,100,,Lowers the PP of the target's last used move by 4.,1,,
181,powder-snow,ice,25,0,special,40,100,10,Has a $effect_chance% chance to [freeze]{mechanic:freeze} the target.,1,,
182,protect,normal,10,4,status,,,,Prevents any moves from hitting the user this turn.,0,,
183,mach-punch,fighting,30,1,physical,40,100,,Inflicts regular damage with no additional effect.,1,,
184,scary-face,normal,10,0,status,,100,,Lowers the target's Speed by two stages.,1,,
185,feint-attack,dark,20,0,physical,60,,,Never misses.,1,,
186,sweet-kiss,fairy,10,0,status,,75,,Confuses the target.,1,,
187,belly-drum,normal,10,0,status,,,,User pays half its max HP to max out its Attack.,0,,
188,sludge-bomb,posion,10,0,special,90,100,30,Has a $effect_chance% chance to [poison]{mechanic:poison} the target.,1,,
189,mud-slap,ground,10,0,special,20,100,100,Has a $effect_chance% chance to lower the target's accuracy by one stage.,1,,
190,octazooka,water,10,0,special,65,85,50,Has a $effect_chance% chance to lower the target's accuracy by one stage.,1,,
192,zap-cannon,electric,5,0,special,120,50,100,Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.,1,,
193,foresight,normal,40,0,status,,,,"Forces the target to have no Evade, and allows it to be hit by Normal and Fighting moves even if it's a Ghost.",1,,
194,destiny-bond,ghost,5,0,status,,,,"If the user faints this turn, the target automatically will, too.",0,,
196,icy-wind,ice,15,0,special,55,95,100,Has a $effect_chance% chance to lower the target's Speed by one stage.,1,,
197,detect,fighting,5,4,status,,,,Prevents any moves from hitting the user this turn.,0,,
198,bone-rush,ground,10,0,physical,25,90,,Hits 2-5 times in one turn.,1,2,5
199,lock-on,normal,5,0,status,,,,Ensures that the user's next move will hit the target.,1,,
200,outrage,dragon,10,0,physical,120,100,,"Hits every turn for 2-3 turns, then confuses the user.",1,,
202,giga-drain,grass,10,0,special,75,100,,Drains half the damage inflicted to heal the user.,1,,
203,endure,normal,10,4,status,,,,Prevents the user's HP from lowering below 1 this turn.,0,,
204,charm,fairy,20,0,status,,100,,Lowers the target's Attack by two stages.,1,,
205,rollout,rock,20,0,physical,30,90,,"Power doubles every turn this move is used in succession after the first, resetting after five turns.",1,,
206,false-swipe,normal,40,0,physical,40,100,,Cannot lower the target's HP below 1.,1,,
207,swagger,normal,15,0,status,,85,,Raises the target's Attack by two stages and confuses the target.,1,,
208,milk-drink,normal,10,0,status,,,,Heals the user by half its max HP.,0,,
209,spark,electric,20,0,physical,65,100,30,Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.,1,,
210,fury-cutter,bug,20,0,physical,40,95,,"Power doubles every turn this move is used in succession after the first, maxing out after five turns.",1,,
211,steel-wing,steel,25,0,physical,70,90,10,Has a $effect_chance% chance to raise the user's Defense by one stage.,1,,
212,mean-look,normal,5,0,status,,,,Prevents the target from leaving battle.,1,,
213,attract,normal,15,0,status,,100,,"Target falls in love if it has the opposite gender, and has a 50% chance to refuse attacking the user.",1,,
214,sleep-talk,normal,10,0,status,,,,Randomly uses one of the user's other three moves.  Only works if the user is sleeping.,0,,
216,return,normal,20,0,physical,,100,,"Power increases with happiness, up to a maximum of 102.",1,,
217,present,normal,15,0,physical,,90,,Randomly inflicts damage with power from 40 to 120 or heals the target for 1/4 its max HP.,1,,
218,frustration,normal,20,0,physical,,100,,"Power increases as happiness decreases, up to a maximum of 102.",1,,
220,pain-split,normal,20,0,status,,,,Sets the user's and targets's HP to the average of their current HP.,1,,
221,sacred-fire,fire,5,0,physical,100,95,50,Has a $effect_chance% chance to [burn]{mechanic:burn} the target.  Lets frozen Pokémon thaw themselves.,1,,
223,dynamic-punch,fighting,5,0,physical,100,50,100,Has a $effect_chance% chance to confuse the target.,1,,
224,megahorn,bug,10,0,physical,120,85,,Inflicts regular damage with no additional effect.,1,,
225,dragon-breath,dragon,20,0,special,60,100,30,Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.,1,,
226,baton-pass,normal,40,0,status,,,,Allows the trainer to switch out the user and pass effects along to its replacement.,0,,
227,encore,normal,5,0,status,,100,,Forces the target to repeat its last used move every turn for 2 to 6 turns.,1,,
228,pursuit,dark,20,0,physical,40,100,,"Has double power against, and can hit, Pokémon attempting to switch out.",1,,
229,rapid-spin,normal,40,0,physical,50,100,100,"Frees the user from binding moves, removes Leech Seed, and blows away Spikes.",1,,
230,sweet-scent,normal,20,0,status,,100,,Lowers the target's evasion by one stage.,1,,
231,iron-tail,steel,15,0,physical,100,75,30,Has a $effect_chance% chance to lower the target's Defense by one stage.,1,,
232,metal-claw,steel,35,0,physical,50,95,10,Has a $effect_chance% chance to raise the user's Attack by one stage.,1,,
233,vital-throw,fighting,10,-1,physical,70,,,Never misses.,1,,
234,morning-sun,normal,5,0,status,,,,Heals the user by half its max HP.  Affected by weather.,0,,
235,synthesis,grass,5,0,status,,,,Heals the user by half its max HP.  Affected by weather.,0,,
236,moonlight,fairy,5,0,status,,,,Heals the user by half its max HP.  Affected by weather.,0,,
237,hidden-power,normal,15,0,special,60,100,,Power and type depend upon user's IVs.  Power can range from 30 to 70.,1,,
238,cross-chop,fighting,5,0,physical,100,80,,Has an increased chance for a critical hit.,1,,
239,twister,dragon,20,0,special,40,100,20,Has a $effect_chance% chance to make the target flinch.,1,,
242,crunch,dark,15,0,physical,80,100,20,Has a $effect_chance% chance to lower the target's Defense by one stage.,1,,
243,mirror-coat,psychic,20,-5,special,,100,,Inflicts twice the damage the user received from the last special hit it took.,1,,
244,psych-up,normal,10,0,status,,,,Discards the user's stat changes and copies the target's.,1,,
245,extreme-speed,normal,5,2,physical,80,100,,Inflicts regular damage with no additional effect.,1,,
246,ancient-power,rock,5,0,special,60,100,10,Has a $effect_chance% chance to raise all of the user's stats by one stage.,1,,
247,shadow-ball,ghost,15,0,special,80,100,20,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,1,,
248,future-sight,psychic,10,0,special,120,100,,Hits the target two turns later.,1,,
249,rock-smash,fighting,15,0,physical,40,100,50,Has a $effect_chance% chance to lower the target's Defense by one stage.,1,,
250,whirlpool,water,15,0,special,35,85,100,Prevents the target from leaving battle and inflicts 1/16 its max HP in damage for 2-5 turns.,1,,
251,beat-up,dark,10,0,physical,,100,,Hits once for every conscious Pokémon the trainer has.,1,6,6
252,fake-out,normal,10,3,physical,40,100,100,Can only be used as the first move after the user enters battle.  Causes the target to flinch.,1,,
253,uproar,normal,10,0,special,90,100,,Forced to use this move for several turns.  Pokémon cannot fall asleep in that time.,1,,
254,stockpile,normal,20,0,status,,,,Stores energy up to three times for use with Spit Up and Swallow.,0,,
255,spit-up,normal,10,0,special,,100,,Power is 100 times the amount of energy Stockpiled.,1,,
256,swallow,normal,10,0,status,,,,"Recovers 1/4 HP after one Stockpile, 1/2 HP after two Stockpiles, or full HP after three Stockpiles.",0,,
257,heat-wave,fire,10,0,special,95,90,10,Has a $effect_chance% chance to [burn]{mechanic:burn} the target.,1,,
259,torment,dark,15,0,status,,100,,Prevents the target from using the same move twice in a row.,1,,
260,flatter,dark,15,0,status,,100,,Raises the target's Special Attack by one stage and confuses the target.,1,,
261,will-o-wisp,fire,15,0,status,,85,,Burns the target.,1,,
262,memento,dark,10,0,status,,100,,Lowers the target's Attack and Special Attack by two stages.  User faints.,1,,
263,facade,normal,20,0,physical,70,100,,"Power doubles if user is burned, paralyzed, or poisoned.",1,,
264,focus-punch,fighting,20,-3,physical,150,100,,"If the user takes damage before attacking, the attack is canceled.",1,,
265,smelling-salts,normal,10,0,physical,70,100,,"If the target is paralyzed, inflicts double damage and cures the paralysis.",1,,
266,follow-me,normal,20,2,status,,,,Redirects the target's single-target effects to the user for this turn.,0,,
267,nature-power,normal,20,0,status,,,,Uses a move which depends upon the terrain.,1,,
268,charge,electric,20,0,status,,,,Raises the user's Special Defense by one stage.  User's Electric moves have doubled power next turn.,0,,
269,taunt,dark,20,0,status,,100,,"For the next few turns, the target can only use damaging moves.",1,,
271,trick,psychic,10,0,status,,100,,User and target swap items.,1,,
272,role-play,psychic,10,0,status,,,,Copies the target's ability.,1,,
273,wish,normal,10,0,status,,,,User will recover half its max HP at the end of the next turn.,0,,
274,assist,normal,20,0,status,,,,Randomly selects and uses one of the trainer's other Pokémon's moves.,0,,
275,ingrain,grass,20,0,status,,,,Prevents the user from leaving battle.  User regains 1/16 of its max HP every turn.,0,,
276,superpower,fighting,5,0,physical,120,100,100,Lowers the user's Attack and Defense by one stage after inflicting damage.,1,,
277,magic-coat,psychic,15,4,status,,,,Reflects back the first effect move used on the user this turn.,0,,
278,recycle,normal,10,0,status,,,,User recovers the item it last used up.,0,,
279,revenge,fighting,10,-4,physical,60,100,,Inflicts double damage if the user takes damage before attacking this turn.,1,,
280,brick-break,fighting,15,0,physical,75,100,,Destroys Reflect and Light Screen.,1,,
281,yawn,normal,10,0,status,,,,Target sleeps at the end of the next turn.,1,,
282,knock-off,dark,20,0,physical,65,100,,Target drops its held item.,1,,
283,endeavor,normal,5,0,physical,,100,,Lowers the target's HP to equal the user's.,1,,
284,eruption,fire,5,0,special,150,100,,"Inflicts more damage when the user has more HP remaining, with a maximum of 150 power.",1,,
285,skill-swap,psychic,10,0,status,,,,User and target swap abilities.,1,,
286,imprison,psychic,10,0,status,,,,Prevents the target from using any moves that the user also knows.,0,,
287,refresh,normal,20,0,status,,,,"Cleanses the user of a burn, paralysis, or poison.",0,,
288,grudge,ghost,5,0,status,,,,"If the user faints this turn, the PP of the move that fainted it drops to 0.",0,,
289,snatch,dark,10,4,status,,,,"Steals the target's move, if it's self-targeted.",0,,
290,secret-power,normal,20,0,physical,70,100,30,Has a $effect_chance% chance to inflict a status effect which depends upon the terrain.,1,,
291,dive,water,10,0,physical,80,100,,"User dives underwater, dodging all attacks, and hits next turn.",1,,
292,arm-thrust,fighting,20,0,physical,15,100,,Hits 2-5 times in one turn.,1,2,5
293,camouflage,normal,20,0,status,,,,User's type changes to match the terrain.,0,,
294,tail-glow,bug,20,0,status,,,,Raises the user's Special Attack by three stages.,0,,
295,luster-purge,psychic,5,0,special,70,100,50,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,1,,
296,mist-ball,psychic,5,0,special,70,100,50,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,1,,
297,feather-dance,flying,15,0,status,,100,,Lowers the target's Attack by two stages.,1,,
299,blaze-kick,fire,10,0,physical,85,90,10,Has an increased chance for a critical hit and a $effect_chance% chance to [burn]{mechanic:burn} the target.,1,,
301,ice-ball,ice,20,0,physical,30,90,,"Power doubles every turn this move is used in succession after the first, resetting after five turns.",1,,
302,needle-arm,grass,15,0,physical,60,100,30,Has a $effect_chance% chance to make the target flinch.,1,,
303,slack-off,normal,10,0,status,,,,Heals the user by half its max HP.,0,,
304,hyper-voice,normal,10,0,special,90,100,,Inflicts regular damage with no additional effect.,1,,
305,poison-fang,posion,15,0,physical,50,100,50,Has a $effect_chance% chance to badly poison the target.,1,,
306,crush-claw,normal,10,0,physical,75,95,50,Has a $effect_chance% chance to lower the target's Defense by one stage.,1,,
307,blast-burn,fire,5,0,special,150,90,,User foregoes its next turn to recharge.,1,,
308,hydro-cannon,water,5,0,special,150,90,,User foregoes its next turn to recharge.,1,,
309,meteor-mash,steel,10,0,physical,90,90,20,Has a $effect_chance% chance to raise the user's Attack by one stage.,1,,
310,astonish,ghost,15,0,physical,30,100,30,Has a $effect_chance% chance to make the target flinch.,1,,
311,weather-ball,normal,10,0,special,50,100,,"If there be weather, this move has doubled power and the weather's type.",1,,
313,fake-tears,dark,20,0,status,,100,,Lowers the target's Special Defense by two stages.,1,,
314,air-cutter,flying,25,0,special,60,95,,Has an increased chance for a critical hit.,1,,
315,overheat,fire,5,0,special,130,90,100,Lowers the user's Special Attack by two stages after inflicting damage.,1,,
316,odor-sleuth,normal,40,0,status,,,,"Forces the target to have no Evade, and allows it to be hit by Normal and Fighting moves even if it's a Ghost.",1,,
317,rock-tomb,rock,15,0,physical,60,95,100,Has a $effect_chance% chance to lower the target's Speed by one stage.,1,,
318,silver-wind,bug,5,0,special,60,100,10,Has a $effect_chance% chance to raise all of the user's stats by one stage.,1,,
